36;471288028;2010-12-15T10:49:31.755+0000;net|rmnet0|tx;7087184
37;471288093;2010-12-15T10:49:31.820+0000;net|eth0|rx;27628769
38;471288204;2010-12-15T10:49:31.931+0000;net|eth0|tx;11501246
39;471288278;2010-12-15T10:49:32.005+0000;phone|sim|serial;656d1ce22a47774aba20dcd5894d379969618388
40;471288286;2010-12-15T10:49:32.013+0000;phone|sim|operator;3577f410e0cb4b76ef01bf2a1a46438de25d9efb
41;471288300;2010-12-15T10:49:32.027+0000;power|charger;disconnected
284;471298943;2010-12-15T10:49:42.670+0000;celllocation|cid;197077734
285;471298943;2010-12-15T10:49:42.670+0000;celllocation|lac;1007
286;471299265;2010-12-15T10:49:42.992+0000;phone|signal|gsm;18
287;471299437;2010-12-15T10:49:43.164+0000;wifi|scancomplete;18
288;471299489;2010-12-15T10:49:43.216+0000;wifi|scan|34475e7a54ea3459938f7dcb8f5aaed079baf632|ssid;113bb49b51edda75072008e1f381185578aa992e
289;471299490;2010-12-15T10:49:43.217+0000;wifi|scan|34475e7a54ea3459938f7dcb8f5aaed079baf632|level;-88
290;471299490;2010-12-15T10:49:43.217+0000;wifi|scan|34475e7a54ea3459938f7dcb8f5aaed079baf632|frequency;2412
291;471299491;2010-12-15T10:49:43.218+0000;wifi|scan|34475e7a54ea3459938f7dcb8f5aaed079baf632|capabilities;[WPA2-PSK-CCMP]
292;471299491;2010-12-15T10:49:43.218+0000;wifi|scan|8af02e448b1e35dda4c5ae790da0e92ee6072f35|ssid;5ca1129c933aed5894312ec92fba984ac76f1e19
293;471299491;2010-12-15T10:49:43.218+0000;wifi|scan|8af02e448b1e35dda4c5ae790da0e92ee6072f35|level;-90
294;471299491;2010-12-15T10:49:43.218+0000;wifi|scan|8af02e448b1e35dda4c5ae790da0e92ee6072f35|frequency;2412
295;471299497;2010-12-15T10:49:43.224+0000;wifi|scan|8af02e448b1e35dda4c5ae790da0e92ee6072f35|capabilities;[WPA-EAP-TKIP][WPA2-EAP-CCMP]
296;471299497;2010-12-15T10:49:43.224+0000;wifi|scan|98d4baee0d789356d0ea63a7e4bd0e1e8c1a89a0|ssid;d4bb42fbaa66b92054b2c780a9151fe233ecb25c
297;471299498;2010-12-15T10:49:43.225+0000;wifi|scan|98d4baee0d789356d0ea63a7e4bd0e1e8c1a89a0|level;-66
298;471299499;2010-12-15T10:49:43.226+0000;wifi|scan|98d4baee0d789356d0ea63a7e4bd0e1e8c1a89a0|frequency;2412
299;471299499;2010-12-15T10:49:43.226+0000;wifi|scan|98d4baee0d789356d0ea63a7e4bd0e1e8c1a89a0|capabilities;[WEP]
300;471299500;2010-12-15T10:49:43.227+0000;wifi|scan|9e3221521ca660197b9b556d374bfcfb581a125d|ssid;d4bb42fbaa66b92054b2c780a9151fe233ecb25c
301;471299501;2010-12-15T10:49:43.228+0000;wifi|scan|9e3221521ca660197b9b556d374bfcfb581a125d|level;-81
302;471299501;2010-12-15T10:49:43.228+0000;wifi|scan|9e3221521ca660197b9b556d374bfcfb581a125d|frequency;2462
303;471299502;2010-12-15T10:49:43.229+0000;wifi|scan|9e3221521ca660197b9b556d374bfcfb581a125d|capabilities;[WEP]
304;471299503;2010-12-15T10:49:43.230+0000;wifi|scan|d5004bbfcc0eebe66d7c29a1037e9c3d117503cb|ssid;d4bb42fbaa66b92054b2c780a9151fe233ecb25c
305;471299504;2010-12-15T10:49:43.231+0000;wifi|scan|d5004bbfcc0eebe66d7c29a1037e9c3d117503cb|level;-81
306;471299508;2010-12-15T10:49:43.235+0000;wifi|scan|d5004bbfcc0eebe66d7c29a1037e9c3d117503cb|frequency;2437
307;471299509;2010-12-15T10:49:43.236+0000;wifi|scan|d5004bbfcc0eebe66d7c29a1037e9c3d117503cb|capabilities;[WEP]
308;471299509;2010-12-15T10:49:43.236+0000;wifi|scan|021fa6c9c15812c7661dd083c34eef36305a71c2|ssid;d4bb42fbaa66b92054b2c780a9151fe233ecb25c
309;471299510;2010-12-15T10:49:43.237+0000;wifi|scan|021fa6c9c15812c7661dd083c34eef36305a71c2|level;-94
310;471299512;2010-12-15T10:49:43.239+0000;wifi|scan|021fa6c9c15812c7661dd083c34eef36305a71c2|frequency;2462
311;471299512;2010-12-15T10:49:43.239+0000;wifi|scan|021fa6c9c15812c7661dd083c34eef36305a71c2|capabilities;[WEP]
312;471299513;2010-12-15T10:49:43.240+0000;wifi|scan|95d8de061ba6af2be147b4831836a13e534cac7c|ssid;86e1c37f795dd465bdc5a5e3a8c196850a8b9d4c
313;471299522;2010-12-15T10:49:43.249+0000;wifi|scan|95d8de061ba6af2be147b4831836a13e534cac7c|level;-65
314;471299524;2010-12-15T10:49:43.251+0000;wifi|scan|95d8de061ba6af2be147b4831836a13e534cac7c|frequency;2412
315;471299524;2010-12-15T10:49:43.251+0000;wifi|scan|95d8de061ba6af2be147b4831836a13e534cac7c|capabilities;
316;471299525;2010-12-15T10:49:43.252+0000;wifi|scan|cb5f445ab73ba9dd6d8d1d83388549ca8fd49076|ssid;b388f8a0d7e794fb48aab89ccfd0c4c9c25b728e
317;471299527;2010-12-15T10:49:43.254+0000;wifi|scan|cb5f445ab73ba9dd6d8d1d83388549ca8fd49076|level;-66
318;471299527;2010-12-15T10:49:43.254+0000;wifi|scan|cb5f445ab73ba9dd6d8d1d83388549ca8fd49076|frequency;2412
319;471299527;2010-12-15T10:49:43.254+0000;wifi|scan|cb5f445ab73ba9dd6d8d1d83388549ca8fd49076|capabilities;
